"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d’enregistrement du permis d’aménager (PA)";"Etat d’avancement du projet";"Date réelle d’autorisation initiale";"Date réelle d’ouverture de chantier";"Date réelle d’achèvement des travaux";"Année de dépôt de la DAU";"Date (mois) de prise en compte DPC du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte DPC de l’autorisation initiale";"Date (mois) de prise en compte DPC de l’ouverture du chantier";"Date de dernière mise à jour des données";"Code d’activité principale de l’établissement d’un demandeur avéré en tant que personne morale";"Catégorie juridique d’un demandeur avéré en tant que personne morale";"Dénomination d’un demandeur avéré en tant que personne morale";"Numéro SIREN d’un demandeur avéré en tant que personne morale";"Numéro SIRET d’un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PA";"ETAT_PA";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DOC";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0007";2;"2017-05-11";;;2017;"2017-03";"2017-05";;"2017-05";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"ALLEE";"JEAN JAURES";;"TOULOUSE";"31000";"AB";"2";;;;;153;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0008";5;"2017-06-07";"2017-10-10";;2017;"2017-03";"2017-06";"2017-10";"2017-10";"41.10D";5202;"SNC DEGIOANNI ET CIE";"334066248";"33406624800025";"31120";"PORTET SUR GARONNE";"false";;"CH";"DE LICARD";;"TOULOUSE";"31000";"AY";"205";"AY";"206";;;2314;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0009";4;"2017-06-28";;;2017;"2017-03";"2017-06";;"2017-10";;;;;;"31100";"TOULOUSE";"true";"100";"CH";"DES CAPELLES";;"TOULOUSE";"31000";"BL";"220";;;;;1562;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0011";2;"2017-09-11";;;2017;"2017-06";"2017-09";;"2017-09";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 05";"false";;"PLACE";"SAINT SERNIN";;"TOULOUSE";"31000";"AB";"182";;;;;611;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0012";6;"2017-07-28";"2017-09-28";"2018-02-16";2017;"2017-08";"2017-08";"2018-02";"2018-02";;;;;;"31000";"TOULOUSE";"false";"10";"RUE";"DU COLONEL TOUSSAINT";;"TOULOUSE";"31000";"AE";"247";;;;;434;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0014";2;"2017-09-26";;;2017;"2017-08";"2017-09";;"2017-09";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 05";"false";;"PLACE";"VICTOR HUGO";;"TOULOUSE";"31000";"AB";"21";;;;;3590;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0015";5;"2018-04-25";"2019-09-16";;2017;"2017-08";"2018-04";"2019-09";"2019-09";;;;;;"31000";"TOULOUSE";"false";"134";"AV";"DU GENERAL EISENHOWER";;"TOULOUSE";"31000";"AH";"125";"AH";"126";"AH";"127";207547;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0016";6;"2017-09-21";"2018-02-21";"2019-02-19";2017;"2017-08";"2017-09";"2019-02";"2019-02";"41.10A";5710;"SAS FRAFIN";"428947568";;"31000";"TOULOUSE";"false";"20";"AV";"DIDIER DAURAT";;"TOULOUSE";"31000";"AN";"106";"AN";"108";;;13958;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0018";6;"2017-12-20";"2018-03-27";"2018-05-18";2017;"2017-10";"2017-12";"2018-03";"2018-05";;;;;;"81000";"ALBI";"false";"57";"RUE";"DES VIGNES";;"TOULOUSE";"31000";"BE";"20";;;;;1721;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0020";2;"2018-05-31";;;2017;"2017-12";"2018-05";;"2018-05";;;;;;"31030";"TOULOUSE";"false";"254";"ROUTE";"DE REVEL";;"TOULOUSE";"31000";"AR";"134";"AR";"48";"AR";"49";15510;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518A0003";2;"2018-06-01";;;2018;"2018-04";"2018-06";;"2018-06";"35.11Z";5710;"URBA 152";"824040786";"82404078600017";;;"false";;;"AVENUE DE CASSELARDIT";;"TOULOUSE";"31000";"AN";"45";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518A0006";2;"2018-07-30";;;2018;"2018-05";"2018-07";;"2018-07";"85.42Z";7383;"COMMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS DE TOULOUSE";"130021322";"13002132200016";;;"false";"3";;"RUE CAROLINE D AIGLE";"LOUBET";"TOULOUSE";"31000";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518A0013";2;"2019-01-09";;;2018;"2018-10";"2019-01";;"2019-01";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31500";"TOULOUSE";"false";;;"QUAI SAINT PIERRE";;"TOULOUSE";"31000";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0002";2;"2018-05-31";;;2018;"2018-03";"2018-05";;"2018-05";;;;;;"31300";"TOULOUSE";"false";"199";"CH";"DE TOURNEFEUILLE";"LIEU DIT SAINT MARTIN DU TOUCH";"TOULOUSE";"31000";"AN";"51";;;;;11298;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0003";5;"2018-04-04";"2021-01-06";;2018;"2018-03";"2018-03";"2021-01";"2021-01";"35.11Z";5710;"URBA 152";"824040786";"82404078600017";"34961";"MONTPELLIER";"false";;;"AVENUE DE CASSELARDIT";;"TOULOUSE";"31000";"AN";"45";;;;;27400;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0004";5;"2018-08-29";"2018-10-01";;2018;"2018-04";"2018-08";"2018-10";"2018-10";"70.10Z";5599;"SOCIETE PUBLIQUE LOCALE MIDI-PYRENEES CONSTRUCTION";"533969457";"53396945700019";"31086";"TOULOUSE CEDEX 6";"false";"32";"RUE";"MATHALY";;"TOULOUSE";"31000";"AW";"321";"AW";"322";"AW";"323";24428;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0005";6;"2018-07-12";"2019-03-12";"2020-07-06";2018;"2018-05";"2018-07";"2020-07";"2020-07";;;;;;"31505";"TOULOUSE";"false";;"RUE";"ALAIN FOURNIER";;"TOULOUSE";"31000";"AN";"112";"AN";"127";"AN";"128";16538;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0006";2;"2018-08-03";;;2018;"2018-05";"2018-08";;"2018-08";"85.42Z";7383;"COMMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS DE TOULOUSE";"130021322";"13002132200016";"31013";"TOULOUSE CEDEX 06";"true";"3";"RUE";"CAROLINE DAIGLE";;"TOULOUSE";"31000";"BC";"131";"BC";"134";"BC";"136";57024;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0007";4;"2019-01-16";;;2018;"2018-06";"2019-01";;"2020-08";"43.99C";5710;"TEKNOBAT";"513892729";"51389272900049";"31670";"LABEGE";"false";"3";"RUE";"JULES RAIMU";;"TOULOUSE";"31000";"AD";"237";"AD";"270";"AD";"359";4031;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0008";5;"2018-11-22";"2019-03-04";;2018;"2018-06";"2018-11";"2019-03";"2019-03";;;;;;"31180";"ROUFFIAC TOLOSAN";"false";;"RUE";"LOUIS COURTOIS DE VICO";;"TOULOUSE";"31000";"AH";"122";"AH";"123";"AH";"125";18554;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0009";2;"2018-09-24";;;2018;"2018-07";"2018-09";;"2018-09";;;;;;"31505";"TOULOUSE CEDEX 5";"false";;"QUAI";"DE LA DAURADE";;"TOULOUSE";"31000";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0010";6;"2018-11-28";"2019-03-28";"2019-11-15";2018;"2018-08";"2018-11";"2019-11";"2019-11";;;;;;"31200";"TOULOUSE";"false";"10";"RUE";"JEAN MICOUD";;"TOULOUSE";"31000";"AB";"706";;;;;1220;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0011";6;"2018-11-06";"2019-06-13";"2019-08-01";2018;"2018-08";"2018-11";"2019-06";"2019-08";;;;;;"31100";"TOULOUSE";"false";"181BI";"AV";"DE LARDENNE";;"TOULOUSE";"31000";"BC";"135";"BC";"136";"BC";"137";4672;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0012";2;"2018-12-17";;;2018;"2018-09";"2018-12";;"2018-12";;;;;;"31400";"TOULOUSE";"false";"42";"RUE";"CAPUS";;"TOULOUSE";"31000";"AB";"234";;;;;375;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0013";2;"2018-12-04";;;2018;"2018-10";"2018-12";;"2018-12";;;;;;"31505";"TOULOUSE CEDEX 05";"false";;"QUAI";"SAINT PIERRE";;"TOULOUSE";"31000";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0014";2;"2019-01-09";;;2018;"2018-10";"2019-01";;"2019-01";;;;;;"31402";"TOULOUSE";"false";;"RUE";"SAINT LOUIS DU SENEGAL";;"TOULOUSE";"31000";"AV";"128";"AV";"130";;;15298;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0015";2;"2019-03-21";;;2018;"2018-10";"2019-03";;"2019-03";;;;;;"31011";"TOULOUSE CEDEX 06";"false";"103";"RUE";"EDMOND ROSTAND";;"TOULOUSE";"31000";"AY";"1187";"AY";"1189";"AY";"1278";6707;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0017";2;"2019-05-16";;;2018;"2018-12";"2019-05";;"2019-05";"92.00Z";5710;"SOCIETE TOURISTIQUE DE L'ILE DU RAMIER";"481705275";"48170527500032";"31030";"TOULOUSE CEDEX 04";"true";"18";"CH";"DE LA LOGE";;"TOULOUSE";"31000";"AM";"20";;;;;70537;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0018";4;"2019-11-26";;;2018;"2018-12";"2019-11";;"2021-11";;;;;;"66120";"FONT ROMEU";"true";;"CH";"DE FENOUILLET";;"TOULOUSE";"31000";"BD";"11";;;;;58166;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518M0019";6;"2019-03-11";"2021-03-15";"2021-05-05";2018;"2018-12";"2019-03";"2021-03";"2021-05";;;;;;"31700";"BLAGNAC";"false";"21";"CH";"CANTO LAOUZETTO";;"TOULOUSE";"31000";"AR";"66";;;;;2721;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519A0008";2;"2019-12-03";;;2019;"2019-08";"2020-01";;"2020-01";"41.10D";6541;"SCCV VISTA VERDE";"843693144";"84369314400019";"31200";"TOULOUSE";"false";"224";;"AVENUE DE CASSELARDIT";;"TOULOUSE";"31000";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0001";2;"2019-02-21";;;2019;"2019-01";"2019-02";;"2019-02";"68.10Z";5710;"HUIT PROMOTION";"841295595";"84129559500018";"31270";"VILLENEUVE TOLOSANE";"true";"50";"CH";"DU CALQUET";;"TOULOUSE";"31000";"BH";"82";"BH";"83";;;4000;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0002";2;"2019-02-13";;;2019;"2019-01";"2019-02";;"2019-02";;;;;;"31500";"TOULOUSE";"false";"160";"AV";"RAYMOND NAVES / RUE JUL";;"TOULOUSE";"31000";"AC";"101";"AC";"102";"AC";"103";14521;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0003";2;"2019-04-29";;;2019;"2019-01";"2019-04";;"2019-04";;;;;;"31470";"ST LYS";"false";"14 BI";"CH";"DU CALQUET";;"TOULOUSE";"31000";"BE";"96";;;;;1260;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0004";2;"2019-05-20";;;2019;"2019-01";"2019-05";;"2019-05";;;;;;"31200";"TOULOUSE";"false";"32";"CH";"DE LANUSSE";;"TOULOUSE";"31000";"AK";"270";"AK";"80";;;1214;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0005";2;"2019-07-10";;;2019;"2019-04";"2019-07";;"2019-07";;;;;;"31100";"TOULOUSE";"false";;;"RUE DU PRILLOUME";;"TOULOUSE";"31";"AS";"110";"AS";"111";"AS";"112";11915;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0007";2;"2019-07-16";;;2019;"2019-06";"2019-07";;"2019-07";;;;;;"31505";"TOULOUSE CEDEX 05";"false";;;"RUE D'ALSACE LORRAINE";;"TOULOUSE";"31";"AB";"10";;;;;221;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0008";2;"2019-09-24";;;2019;"2019-07";"2019-09";;"2019-09";;;;;;"31200";"TOULOUSE";"true";"224";"AV";"DE CASSELARDIT";;"TOULOUSE";"31000";"AM";"16";;;;;97;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0009";4;"2019-10-24";;;2019;"2019-07";"2019-10";;"2020-09";;;;;;"31750";"ESCALQUENS";"false";"45";"CH";"DU LOUP";;"TOULOUSE";"31998";"AM";"133";;;;;5200;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0010";2;"2019-10-22";;;2019;"2019-08";"2019-10";;"2019-10";"68.10Z";5710;"CAPAY";"487544579";"48754457900013";"65200";"POUZAC";"true";"4";"RUE";"DU GORP";;"TOULOUSE";"31000";"AC";"103";;;;;201;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0013";2;"2020-02-25";;;2019;"2019-10";"2020-02";;"2020-02";;;;;;"31000";"TOULOUSE";"true";"26";"CH";"DU CARRELOT";;"TOULOUSE";"31000";"AY";"21";;;;;4235;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0014";2;"2020-03-11";;;2019;"2019-10";"2020-03";;"2020-03";;;;;;"31004";"TOULOUSE";"true";;;"AVENUE IRENE JOLIOT CURIE";"SITE DE L ONCOPOLE";"TOULOUSE";"31";"BY";"40";"BY";"41";"BY";"56";186912;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0015";2;"2020-07-02";;;2019;"2019-12";"2020-07";;"2020-07";;;;;;"33600";"PESSAC";"true";"113";;"RTE DE LABEGE";;"TOULOUSE";"31000";"AO";"121";"AO";"122";"AO";"13";10118;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155519M0016";2;"2020-05-25";;;2019;"2019-12";"2020-05";;"2020-05";"41.10A";5710;"BOUYGUES IMMOBILIER";"562091546";"56209154601512";"31300";"TOULOUSE";"true";"5";;"RUE PAULIN TALABOT";;"TOULOUSE";"31";"AD";"2";;;;;29197;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0001";2;"2020-06-04";;;2020;"2020-02";"2020-06";;"2020-06";;;;;;"31170";"TOURNEFEUILLE";"false";"30";;"ALL DES VITARELLES";;"TOULOUSE";"31";"AX";"180";"AX";"181";;;2536;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0002";2;"2020-08-03";;;2020;"2020-03";"2020-08";;"2020-08";;;;;;"31082";"TOULOUSE CEDEX";"true";"6";"RUE";"DE BAGNOLET";;"TOULOUSE";"31000";"AE";"429";"AE";"431";"AO";"13";1208;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0003";2;"2020-09-16";;;2020;"2020-05";"2020-09";;"2020-09";;;;;;"31620";"CASTELNAU D ESTRETEFONDS";"false";"38";"AV";"JEAN DAGNAUX";;"TOULOUSE";"31200";"AC";"374";;;;;333;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0004";2;"2020-10-12";;;2020;"2020-06";"2020-10";;"2020-10";;;;;;"31470";"ST LYS";"false";"45";"ALLEE";"DES VITARELLES";;"TOULOUSE";"31000";"AX";"97";;;;;1399;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0005";2;"2020-08-13";;;2020;"2020-07";"2020-08";;"2020-08";"41.10A";5202;"SNC TOULOUSE ST SIMON";"882324858";"88232485800019";"31000";"TOULOUSE";"false";"98";"CH";"CANTO LAOUZETTO";;"TOULOUSE";"31000";"AK";"79P";"AK";"81";;;6470;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0006";6;"2020-10-19";"2021-02-19";"2021-11-22";2020;"2020-07";"2020-10";"2021-11";"2021-11";;;;;;"31000";"TOULOUSE";"false";"3";"AV";"DU PARC";;"TOULOUSE";"31500";"AE";"208";"AE";"356";;;2366;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0007";6;"2020-11-09";"2021-01-09";"2021-05-05";2020;"2020-08";"2020-11";"2021-05";"2021-05";"68.10Z";5710;"GB IMMO";"884933847";"88493384700011";"31650";"ST ORENS DE GAMEVILLE";"false";"19";;"CHE VOUET";;"TOULOUSE";"31100";"BE";"110";"BE";"111";;;2266;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0009";2;"2021-02-10";;;2020;"2020-09";"2021-02";;"2021-02";"68.10Z";5710;"DG PROMOTION ET AMENAGEMENT";"893398404";"89339840400010";"31520";"RAMONVILLE ST AGNE";"false";"12";"RUE";"HENRI DE SAHUQUE";;"TOULOUSE";"31400";"AE";"308";;;;;669;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520M0011";2;"2021-03-11";;;2020;"2020-12";"2021-03";;"2021-03";;;;;;"31000";"TOULOUSE";"true";"26";"CH";"DU CARRELOT";;"TOULOUSE";"31000";"AY";"21";"AY";"449";;;4235;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0001";2;"2021-03-29";;;2021;"2021-02";"2021-03";;"2021-03";;;;;;"31470";"ST LYS";"false";"45";"ALLEE";"DES VITARELLES";;"TOULOUSE";"31000";"AX";"97";"AX";"98";;;2890;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0002";2;"2021-03-24";;;2021;"2021-02";"2021-03";;"2021-03";;;;;;"31000";"TOULOUSE";"false";"27";"RUE";"DE LA GRAVETTE";;"TOULOUSE";"31300";"AM";"144";;;;;1390;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0003";2;"2021-05-26";;;2021;"2021-03";"2021-05";;"2021-05";;;;;;"09200";"ST GIRONS";"false";"26";"CH";"DU LOUP";;"TOULOUSE";"31100";"AM";"450";;;;;2025;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0004";6;"2021-06-23";"2021-09-23";"2022-03-11";2021;"2021-03";"2021-06";"2022-03";"2022-03";;;;;;"31100";"TOULOUSE";"false";"12 B";"RUE";"ANTOINE BAYES";;"TOULOUSE";"31100";"AW";"93";;;;;2313;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0005";2;"2021-06-23";;;2021;"2021-04";"2021-06";;"2021-06";;;;;;"31600";"EAUNES";"true";"26";"RUE";"DES SAULES";;"TOULOUSE";"31400";"AD";"142";;;;;1136;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0007";2;"2021-06-14";;;2021;"2021-06";"2021-06";;"2021-06";"41.10D";6541;"RESIDENCE ARISTOTE";"904084589";"90408458900012";"31000";"TOULOUSE";"false";"21";"CH";"DE LA PELUDE";;"TOULOUSE";"31400";"AH";"393";"AH";"395";"AH";"396";5281;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0008";6;"2021-08-30";"2021-09-30";"2021-11-01";2021;"2021-06";"2021-08";"2021-11";"2021-11";"68.10Z";5710;"ONE PROMOTION";"833438971";"83343897100016";"31470";"FONSORBES";"false";"117";"ROUTE";"DE BLAGNAC";;"TOULOUSE";"31200";"AP";"51";"AP";"52";;;1441;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0010";6;"2021-10-06";"2021-10-06";"2021-10-08";2021;"2021-09";"2021-10";"2021-10";"2021-10";"68.20B";6540;"SCI SEVIG";"791922115";"79192211500013";"31400";"TOULOUSE";"false";"7 BIS";"RUE";"DU CANARD";;"TOULOUSE";"31000";"AB";"526";;;;;71;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0011";2;"2022-05-03";;;2021;"2021-10";"2022-05";;"2022-05";"71.12B";5710;"AIR LIGHT";"508775095";"50877509500013";"31530";"LEVIGNAC";"false";"59";"ALLEE";"DES VITARELLES";;"TOULOUSE";"31100";"AX";"128";"AX";"129";"AX";"130";1868;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0012";2;"2022-03-21";;;2021;"2021-10";"2022-03";;"2022-03";"41.10D";6541;"7 CHEMIN GRAMONT";"904630175";"90463017500019";"31000";"TOULOUSE";"false";"7";"CH";"DE GRAMONT";;"TOULOUSE";"31200";"AH";"103";"AH";"279";"AH";"281";8407;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521M0013";2;"2021-12-13";;;2021;"2021-11";"2021-12";;"2021-12";"68.20A";5699;"CDC HABITAT SOCIAL SOCIETE ANONYME D'HABITATIONS A LOYER MODERE";"552046484";"55204648400325";"33520";"BRUGES";"true";;"ALLEE";"EMILIE DU CHATELET";;"TOULOUSE";"31400";"AC";"80";;;;;1884;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522A0020";2;"2023-02-21";;;2022;"2022-10";"2023-03";;"2023-03";"49.10Z";5599;"SNCF VOYAGEURS";"519037584";"51903758408713";;;"false";"6";;"RUE MARIE CLAIRE DE CATELL";;"TOULOUSE";"31000";"AB";"38";"AB";"44";;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0001";2;"2022-04-13";;;2022;"2022-01";"2022-04";;"2022-04";;;;;;"34000";"MONTPELLIER";"false";"59";"CH";"SALINIE";;"TOULOUSE";"31100";"BB";"432";"BB";"544";;;2783;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0002";6;"2022-06-01";"2023-04-01";"2024-12-17";2022;"2022-02";"2022-06";"2024-12";"2024-12";;;;;;"31200";"TOULOUSE";"false";;"RUE";"LABRUYERE";;"TOULOUSE";"31300";"AC";"100";"AC";"96";"AC";"98";2930;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0003";2;"2022-05-18";;;2022;"2022-02";"2022-05";;"2022-05";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31500";"TOULOUSE";"false";;"RUE";"DE METZ";;"TOULOUSE";"31000";"AB";"178";;;;;10053;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0006";2;"2022-04-04";;;2022;"2022-03";"2022-04";;"2022-04";"71.11Z";5599;"EUROPOLIA";"528861685";"52886168500030";"31010";"TOULOUESE";"false";"6";"RUE";"MARIE-CLAIRE DE CATELL";;"TOULOUSE";"31000";"AB";"38";;;;;300422;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0007";2;"2022-06-01";;;2022;"2022-03";"2022-06";;"2022-06";"68.10Z";5710;"LUSSAN INVEST";"903547446";"90354744600018";"31100";"TOULOUSE";"false";"1";"RUE";"GEORGES OHNET";;"TOULOUSE";"31000";"AC";"1";"AC";"528";;;1023;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0008";2;"2022-04-11";;;2022;"2022-03";"2022-04";;"2022-04";;;;;;"31000";"TOULOUSE";"true";"14";"RUE";"JEAN D ALEMBERT";;"TOULOUSE";"31000";"BC";"172";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0011";2;"2022-08-11";;;2022;"2022-04";"2022-08";;"2022-08";;;;;;"31200";"TOULOUSE";"false";"23";"RUE";"DES AZALEES";;"TOULOUSE";"31200";"AR";"159";;;;;400;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0012";2;"2022-06-29";;;2022;"2022-05";"2022-06";;"2022-06";"94.20Z";8311;"COMITE SOCIAL ECONOMIQUE AIRBUS OPERATIONS TOULOUSE";"775581184";"77558118400030";"31027";"TOULOUSE";"false";"20";"CH";"DE GARRIC";;"TOULOUSE";"31200";"AO";"1";"AO";"2";"AO";"3";44736;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0013";6;"2022-08-20";"2023-02-16";"2024-06-25";2022;"2022-05";"2022-08";"2023-04";"2024-06";"66.30Z";5710;"ARIEGE PARTICIPATION";"410264386";"41026438600021";"31170";"TOURNEFEUILLE";"false";"39";"CH";"DE FLOU DE RIOUS";;"TOULOUSE";"31";"AW";"172";;;;;5183;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0014";5;"2022-09-15";"2023-01-03";;2022;"2022-06";"2022-09";"2023-01";"2023-01";"68.10Z";5710;"RL PATRIMOINE";"914543715";"91454371500017";"65330";"RECURT";"false";"82";"CH";"SALINIE";;"TOULOUSE";"31300";"BH";"103";;;;;3320;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155522M0015";2;"2022-07-11";;;2022;"2022-06";"2022-07";;"2022-07";;;;;;"31200";"TOULOUSE";"false";"48";"RUE";"HENRI DE SAHUQUE";;"TOULOUSE";"31400";"AE";"60";;;;;505;4
